"activity","subject_id","domain","average_mean","average_std_dev"
"LAYING",7,"fBodyAccJerk",-0.974149891153846,-0.978173105192308
"LAYING",7,"fBodyAccMag",-0.927976880634615,-0.910542462919231
"LAYING",7,"fBodyBodyAccJerkMag",-0.968066259230769,-0.965359228076923
"LAYING",7,"fBodyBodyGyroJerkMag",-0.974117912115385,-0.969403035384615
"LAYING",7,"fBodyBodyGyroMag",-0.941130719230769,-0.918892518653846
"LAYING",7,"fBodyGyro",-0.956053355448718,-0.953650846858974
"LAYING",7,"tBodyAcc",0.042791501924359,-0.938584881538462
"LAYING",7,"tBodyAccJerk",0.036262476116859,-0.975684660192308
"LAYING",7,"tBodyAccJerkMag",-0.980127239615385,-0.967310932307692
"LAYING",7,"tBodyAccMag",-0.936392023846154,-0.907039513153846
"LAYING",7,"tBodyGyro",0.00649597186019231,-0.953497882820513
"LAYING",7,"tBodyGyroJerk",-0.0696747218429487,-0.979730946025641
"LAYING",7,"tBodyGyroJerkMag",-0.983008829038462,-0.971205137884615
"LAYING",7,"tBodyGyroMag",-0.915793634807692,-0.918662459038462
"LAYING",7,"tGravityAcc",0.266055950320513,-0.943891267916667
"LAYING",7,"tGravityAccMag",-0.936392023846154,-0.907039513153846
"LAYING",8,"fBodyAcc",-0.949874913888889,-0.934169517604938
"LAYING",8,"fBodyAccJerk",-0.970366390061728,-0.97461000537037
"LAYING",8,"fBodyAccMag",-0.932279645518518,-0.917257979425926
"LAYING",8,"fBodyBodyAccJerkMag",-0.961792852407407,-0.963791094259259
"LAYING",8,"fBodyBodyGyroJerkMag",-0.968403945925926,-0.971793279814815
"LAYING",8,"fBodyBodyGyroMag",-0.944528950555556,-0.93678697
"LAYING",8,"fBodyGyro",-0.96092542845679,-0.962944932716049
"LAYING",8,"tBodyAcc",0.0459269146360494,-0.936807943259259
"LAYING",8,"tBodyAccJerk",0.0314135756795062,-0.971953856296296
"LAYING",8,"tBodyAccJerkMag",-0.97314748962963,-0.962954517222222
"LAYING",8,"tBodyAccMag",-0.935308633888889,-0.91325033
"LAYING",8,"tBodyGyro",0.0181348351932099,-0.961611052654321
"LAYING",8,"tBodyGyroJerk",-0.0716102810932099,-0.977237244320988
"LAYING",8,"tBodyGyroJerkMag",-0.978438191296296,-0.969029111666667
"LAYING",8,"tBodyGyroMag",-0.924253348518518,-0.932470764444444
"LAYING",8,"tGravityAcc",0.301274645987654,-0.939566497395062
"LAYING",8,"tGravityAccMag",-0.935308633888889,-0.91325033
"LAYING",9,"fBodyAcc",-0.942383697666667,-0.9319296472
"LAYING",9,"fBodyAccJerk",-0.961432028733333,-0.964983385933333
"LAYING",9,"fBodyAccMag",-0.9266042952,-0.921929738394
"LAYING",9,"fBodyBodyAccJerkMag",-0.9543205856,-0.9550947122
"LAYING",9,"fBodyBodyGyroJerkMag",-0.9558062546,-0.9522904702
"LAYING",9,"fBodyBodyGyroMag",-0.9186053356,-0.9034005814
"LAYING",9,"fBodyGyro",-0.941564196533333,-0.945069133
"LAYING",9,"tBodyAcc",0.0437063312326667,-0.9331110506
"LAYING",9,"tBodyAccJerk",0.0308605008332,-0.962433201666667
"LAYING",9,"tBodyAccJerkMag",-0.9633745492,-0.9550268052
"LAYING",9,"tBodyAccMag",-0.9308684376,-0.91512680016
"LAYING",9,"tBodyGyro",-0.0237533150986667,-0.943486803866667
"LAYING",9,"tBodyGyroJerk",-0.0627826614226667,-0.9615251458
"LAYING",9,"tBodyGyroJerkMag",-0.964524819,-0.9528015598
"LAYING",9,"tBodyGyroMag",-0.9071250998,-0.8985578738
"LAYING",9,"tGravityAcc",0.0861553368666667,-0.954340080333333
"LAYING",9,"tGravityAccMag",-0.9308684376,-0.91512680016
"LAYING",10,"fBodyAcc",-0.962608967643678,-0.958003618229885
"LAYING",10,"fBodyAccJerk",-0.97321535183908,-0.975202465172414
"LAYING",10,"fBodyAccMag",-0.950848109137931,-0.944304974655172
"LAYING",10,"fBodyBodyAccJerkMag",-0.968561121551724,-0.965377553448276
"LAYING",10,"fBodyBodyGyroJerkMag",-0.960976821551724,-0.960772875517241
"LAYING",10,"fBodyBodyGyroMag",-0.937692642586207,-0.933701315344828
"LAYING",10,"fBodyGyro",-0.959406574597701,-0.964432286666667
"LAYING",10,"tBodyAcc",0.0462558158793103,-0.958069824482759
"LAYING",10,"tBodyAccJerk",0.0322269858159195,-0.97373164091954
"LAYING",10,"tBodyAccJerkMag",-0.976234435172414,-0.967556980689655
"LAYING",10,"tBodyAccMag",-0.956781819655172,-0.940301654482759
"LAYING",10,"tBodyGyro",0.0027106584854023,-0.962438001609195
"LAYING",10,"tBodyGyroJerk",-0.0660875125770115,-0.972156973735632
"LAYING",10,"tBodyGyroJerkMag",-0.970830848965517,-0.959632931551724
"LAYING",10,"tBodyGyroMag",-0.937590998793103,-0.927471165517241
"LAYING",10,"tGravityAcc",-0.20782968091954,-0.961426246787356
"LAYING",10,"tGravityAccMag",-0.956781819655172,-0.940301654482759
"LAYING",11,"fBodyAcc",-0.976260704619883,-0.97685985877193
"LAYING",11,"fBodyAccJerk",-0.979444071754386,-0.981304114561404
"LAYING",11,"fBodyAccMag",-0.973994004561404,-0.976037695614035
"LAYING",11,"fBodyBodyAccJerkMag",-0.976940774561403,-0.975126531403509
"LAYING",11,"fBodyBodyGyroJerkMag",-0.985978837192982,-0.983569468245614
"LAYING",11,"fBodyBodyGyroMag",-0.967093356491228,-0.954849053508772
"LAYING",11,"fBodyGyro",-0.97342072128655,-0.976089706725146
"LAYING",11,"tBodyAcc",0.0513821958584795,-0.976095126900585
"LAYING",11,"tBodyAccJerk",0.0305536080284795,-0.980049449356725
"LAYING",11,"tBodyAccJerkMag",-0.983330628421053,-0.976504858596491
"LAYING",11,"tBodyAccMag",-0.980621180175439,-0.972891829473684
"LAYING",11,"tBodyGyro",0.0304282140311111,-0.974392320467836
"LAYING",11,"tBodyGyroJerk",-0.0700774645906433,-0.986373208830409
"LAYING",11,"tBodyGyroJerkMag",-0.990641248245614,-0.984476476666667
"LAYING",11,"tBodyGyroMag",-0.952523752105263,-0.954713182807018
"LAYING",11,"tGravityAcc",0.306935366654971,-0.984841262807018
"LAYING",11,"tGravityAccMag",-0.980621180175439,-0.972891829473684
"LAYING",12,"fBodyAcc",-0.954079753444444,-0.951409505333333
"LAYING",12,"fBodyAccJerk",-0.966371928666667,-0.970079170888889
"LAYING",12,"fBodyAccMag",-0.9438674399,-0.942133255166667
"LAYING",12,"fBodyBodyAccJerkMag",-0.962448418666667,-0.961653004
"LAYING",12,"fBodyBodyGyroJerkMag",-0.963949607166667,-0.961911612333333
"LAYING",12,"fBodyBodyGyroMag",-0.9454970225,-0.940373827666667
"LAYING",12,"fBodyGyro",-0.951629616,-0.960340881111111
"LAYING",12,"tBodyAcc",0.0448109718728889,-0.950908177611111
"LAYING",12,"tBodyAccJerk",0.0296007128953778,-0.967515039444444
"LAYING",12,"tBodyAccJerkMag",-0.969843834166667,-0.962580915166667
"LAYING",12,"tBodyAccMag",-0.9482046755,-0.936542686833333
"LAYING",12,"tBodyGyro",0.0156611440616667,-0.956707359333333
"LAYING",12,"tBodyGyroJerk",-0.0693328870272222,-0.967684167666667
"LAYING",12,"tBodyGyroJerkMag",-0.971067768833333,-0.962012018333333
"LAYING",12,"tBodyGyroMag",-0.9308405935,-0.935725715833333
"LAYING",12,"tGravityAcc",0.233276655866667,-0.956832919166667
"LAYING",12,"tGravityAccMag",-0.9482046755,-0.936542686833333
"LAYING",13,"fBodyAcc",-0.968952086827957,-0.953424850806452
"LAYING",13,"fBodyAccJerk",-0.982189807903226,-0.984047495376344
"LAYING",13,"fBodyAccMag",-0.959535493548387,-0.949431319193548
"LAYING",13,"fBodyBodyAccJerkMag",-0.980754385967742,-0.978044349516129
"LAYING",13,"fBodyBodyGyroJerkMag",-0.978150814032258,-0.972798632258065
"LAYING",13,"fBodyBodyGyroMag",-0.957681621290323,-0.946133432096774
"LAYING",13,"fBodyGyro",-0.969093366505376,-0.967729377795699
"LAYING",13,"tBodyAcc",0.050648013861828,-0.956744311451613
"LAYING",13,"tBodyAccJerk",0.0284125918572581,-0.98288098344086
"LAYING",13,"tBodyAccJerkMag",-0.985467853870968,-0.980066243387097
"LAYING",13,"tBodyAccMag",-0.960517768225806,-0.947944746612903
"LAYING",13,"tBodyGyro",0.00381948165490323,-0.967399534677419
"LAYING",13,"tBodyGyroJerk",-0.0694956719424731,-0.98335367983871
"LAYING",13,"tBodyGyroJerkMag",-0.98544626483871,-0.975113305645161
"LAYING",13,"tBodyGyroMag",-0.944303111935484,-0.944687480967742
"LAYING",13,"tGravityAcc",0.366144575532258,-0.96457208155914
"LAYING",13,"tGravityAccMag",-0.960517768225806,-0.947944746612903
"LAYING",14,"fBodyAcc",-0.93072846379085,-0.903749805098039
"LAYING",14,"fBodyAccJerk",-0.969982009738562,-0.972506369803922
"LAYING",14,"fBodyAccMag",-0.899463668843137,-0.859606047058823
"LAYING",14,"fBodyBodyAccJerkMag",-0.96798859627451,-0.963607433921569
"LAYING",14,"fBodyBodyGyroJerkMag",-0.966455343137255,-0.963666018039216
"LAYING",14,"fBodyBodyGyroMag",-0.930151731176471,-0.917760104901961
"LAYING",14,"fBodyGyro",-0.945718033921569,-0.949162125163399
"LAYING",14,"tBodyAcc",0.0450332143346405,-0.90917695
"LAYING",14,"tBodyAccJerk",0.0191550545815033,-0.970677676666667
"LAYING",14,"tBodyAccJerkMag",-0.972576392941176,-0.966450909019608
"LAYING",14,"tBodyAccMag",-0.905978250196078,-0.856593119215686
"LAYING",14,"tBodyGyro",0.00025082076875817,-0.947339253660131
"LAYING",14,"tBodyGyroJerk",-0.0664438545476405,-0.972676409738562
"LAYING",14,"tBodyGyroJerkMag",-0.975621183137255,-0.964009921960784
"LAYING",14,"tBodyGyroMag",-0.904665418431373,-0.913433185882353
"LAYING",14,"tGravityAcc",0.39215873527451,-0.904071885751634
"LAYING",14,"tGravityAccMag",-0.905978250196078,-0.856593119215686
"LAYING",15,"fBodyAcc",-0.962681082361111,-0.953411082222222
"LAYING",15,"fBodyAccJerk",-0.975646301481481,-0.979303235925926
"LAYING",15,"fBodyAccMag",-0.956001034027778,-0.94550856
"LAYING",15,"fBodyBodyAccJerkMag",-0.973681222777778,-0.972530077916667
"LAYING",15,"fBodyBodyGyroJerkMag",-0.975727853888889,-0.972645710694444
"LAYING",15,"fBodyBodyGyroMag",-0.946812642361111,-0.923682244861111
"LAYING",15,"fBodyGyro",-0.959304863194444,-0.959410744537037
"LAYING",15,"tBodyAcc",0.0514385860009722,-0.954867269722222
"LAYING",15,"tBodyAccJerk",0.0282368970603704,-0.97702131037037
"LAYING",15,"tBodyAccJerkMag",-0.979890228194444,-0.973644462777778
"LAYING",15,"tBodyAccMag",-0.955340661527778,-0.943314107916667
"LAYING",15,"tBodyGyro",0.0115505746060185,-0.958282548055556
"LAYING",15,"tBodyGyroJerk",-0.0687626888916667,-0.978173172824074
"LAYING",15,"tBodyGyroJerkMag",-0.983235025416667,-0.973650041666667
"LAYING",15,"tBodyGyroMag",-0.944605127222222,-0.924043007638889
"LAYING",15,"tGravityAcc",0.230110069333333,-0.966085430787037
"LAYING",15,"tGravityAccMag",-0.955340661527778,-0.943314107916667
"LAYING",16,"fBodyAcc",-0.972809610571429,-0.957005694857143
"LAYING",16,"fBodyAccJerk",-0.986292639571429,-0.987950425571429
"LAYING",16,"fBodyAccMag",-0.968020521285714,-0.958111895857143
"LAYING",16,"fBodyBodyAccJerkMag",-0.987514525142857,-0.98724716
"LAYING",16,"fBodyBodyGyroJerkMag",-0.988695277714286,-0.988058401142857
"LAYING",16,"fBodyBodyGyroMag",-0.970249638857143,-0.958975084
"LAYING",16,"fBodyGyro",-0.979314372,-0.977125277095238
"LAYING",16,"tBodyAcc",0.0501021060907619,-0.960747618666667
"LAYING",16,"tBodyAccJerk",0.0300451604640238,-0.986976045904762
"LAYING",16,"tBodyAccJerkMag",-0.988349656571429,-0.987891003571429
"LAYING",16,"tBodyAccMag",-0.961834634857143,-0.957895927714286
"LAYING",16,"tBodyGyro",-0.0110695222095238,-0.977513256238095
"LAYING",16,"tBodyGyroJerk",-0.0648873827671429,-0.989782397714286
"LAYING",16,"tBodyGyroJerkMag",-0.990839526285714,-0.988212425428571
"LAYING",16,"tBodyGyroMag",-0.951777099571429,-0.959020036285714
"LAYING",16,"tGravityAcc",0.222391234585714,-0.965911694571429
"LAYING",16,"tGravityAccMag",-0.961834634857143,-0.957895927714286
"LAYING",17,"fBodyAcc",-0.964804491314554,-0.955115699248826
"LAYING",17,"fBodyAccJerk",-0.979688172018779,-0.981803773004695
"LAYING",17,"fBodyAccMag",-0.961046326338028,-0.949042531690141
"LAYING",17,"fBodyBodyAccJerkMag",-0.979687318732394,-0.979657231408451
"LAYING",17,"fBodyBodyGyroJerkMag",-0.982765526478873,-0.981983437605634
"LAYING",17,"fBodyBodyGyroMag",-0.969014444788732,-0.96002383915493
"LAYING",17,"fBodyGyro",-0.973927720610329,-0.975396143755869
"LAYING",17,"tBodyAcc",0.0486425350667606,-0.957076714225352
"LAYING",17,"tBodyAccJerk",0.0282780343719718,-0.980420853521127
"LAYING",17,"tBodyAccJerkMag",-0.981607627887324,-0.980126745352113
"LAYING",17,"tBodyAccMag",-0.953021411126761,-0.948257993521127
"LAYING",17,"tBodyGyro",-0.00216439188499531,-0.974526056431925
"LAYING",17,"tBodyGyroJerk",-0.0662461943286385,-0.984049894037559
"LAYING",17,"tBodyGyroJerkMag",-0.985542411126761,-0.982038121126761
"LAYING",17,"tBodyGyroMag",-0.960733121690141,-0.959325498732394
"LAYING",17,"tGravityAcc",0.394105494788732,-0.95989815629108
"LAYING",17,"tGravityAccMag",-0.953021411126761,-0.948257993521127
"LAYING",18,"fBodyAcc",-0.986232254358974,-0.986097704461538
"LAYING",18,"fBodyAccJerk",-0.987128966820513,-0.987865566666667
"LAYING",18,"fBodyAccMag",-0.986788412,-0.987648484461539
"LAYING",18,"fBodyBodyAccJerkMag",-0.988548418307692,-0.989710656769231
"LAYING",18,"fBodyBodyGyroJerkMag",-0.991901007538462,-0.992737961692308
"LAYING",18,"fBodyBodyGyroMag",-0.984329092153846,-0.981468841692308
"LAYING",18,"fBodyGyro",-0.987682463538462,-0.98765339825641
"LAYING",18,"tBodyAcc",0.0498662935179487,-0.986115744153846
"LAYING",18,"tBodyAccJerk",0.0284956496947179,-0.987378552205128
"LAYING",18,"tBodyAccJerkMag",-0.98832154,-0.989526277538462
"LAYING",18,"tBodyAccMag",-0.986456241538462,-0.986464542615385
"LAYING",18,"tBodyGyro",-0.00505223889333333,-0.987394619076923
"LAYING",18,"tBodyGyroJerk",-0.0661243471589744,-0.993066727333333
"LAYING",18,"tBodyGyroJerkMag",-0.993095122615385,-0.992153054
"LAYING",18,"tBodyGyroMag",-0.980740846769231,-0.980560877846154
"LAYING",18,"tGravityAcc",0.368216737435897,-0.989255586564103
"LAYING",18,"tGravityAccMag",-0.986456241538462,-0.986464542615385
"LAYING",19,"fBodyAcc",-0.977557667148594,-0.97388602502008
"LAYING",19,"fBodyAccJerk",-0.981621107188755,-0.98326694064257
"LAYING",19,"fBodyAccMag",-0.971957401325301,-0.964056773975904
"LAYING",19,"fBodyBodyAccJerkMag",-0.980621564096386,-0.979452188433735
"LAYING",19,"fBodyBodyGyroJerkMag",-0.981890470361446,-0.97932784746988
"LAYING",19,"fBodyBodyGyroMag",-0.965624724457831,-0.957496024457831
"LAYING",19,"fBodyGyro",-0.973396517871486,-0.973064561566265
"LAYING",19,"tBodyAcc",0.0488431950614458,-0.974380795100402
"LAYING",19,"tBodyAccJerk",0.029130894105494,-0.982129975742972
"LAYING",19,"tBodyAccJerkMag",-0.98478434,-0.980668287831325
"LAYING",19,"tBodyAccMag",-0.96626080686747,-0.963193489036145
"LAYING",19,"tBodyGyro",-0.00595498691021847,-0.972724280321285
"LAYING",19,"tBodyGyroJerk",-0.0642218780583534,-0.982557252128514
"LAYING",19,"tBodyGyroJerkMag",-0.985342497710843,-0.980245510843374
"LAYING",19,"tBodyGyroMag",-0.953263432771084,-0.955906646506024
"LAYING",19,"tGravityAcc",0.244409106746988,-0.978257264096386
"LAYING",19,"tGravityAccMag",-0.96626080686747,-0.963193489036145
"LAYING",20,"fBodyAcc",-0.969239130441176,-0.965953406764706
"LAYING",20,"fBodyAccJerk",-0.981328968235294,-0.983457712058823
"LAYING",20,"fBodyAccMag",-0.952827071323529,-0.9418940855
"LAYING",20,"fBodyBodyAccJerkMag",-0.979695458088235,-0.979565196911765
"LAYING",20,"fBodyBodyGyroJerkMag",-0.981119820588235,-0.981986152941177
"LAYING",20,"fBodyBodyGyroMag",-0.969832241176471,-0.964205915441177
"LAYING",20,"fBodyGyro",-0.976006012205882,-0.977747457892157
"LAYING",20,"tBodyAcc",0.0402643105181373,-0.966306431127451
"LAYING",20,"tBodyAccJerk",0.0290936357117304,-0.982087519705882
"LAYING",20,"tBodyAccJerkMag",-0.984670073823529,-0.980161687058824
"LAYING",20,"tBodyAccMag",-0.960743126176471,-0.939489444558824
"LAYING",20,"tBodyGyro",0.00167139523088235,-0.976609739362745
"LAYING",20,"tBodyGyroJerk",-0.0664274780735294,-0.98583139127451
"LAYING",20,"tBodyGyroJerkMag",-0.986749500882353,-0.981079301617647
"LAYING",20,"tBodyGyroMag",-0.9604473725,-0.962153597941176
"LAYING",20,"tGravityAcc",0.290008282014706,-0.960403748186274
"LAYING",20,"tGravityAccMag",-0.960743126176471,-0.939489444558824
"LAYING",21,"fBodyAcc",-0.96335860437037,-0.949702476296296
"LAYING",21,"fBodyAccJerk",-0.979286354555556,-0.981717026740741
"LAYING",21,"fBodyAccMag",-0.953769071222222,-0.944449070888889
"LAYING",21,"fBodyBodyAccJerkMag",-0.978444123888889,-0.977604878888889
"LAYING",21,"fBodyBodyGyroJerkMag",-0.982993315111111,-0.982305117444444
"LAYING",21,"fBodyBodyGyroMag",-0.962349012888889,-0.949736575111111
"LAYING",21,"fBodyGyro",-0.973063231444444,-0.968699160888889
"LAYING",21,"tBodyAcc",0.0498827784602222,-0.952544358740741
"LAYING",21,"tBodyAccJerk",0.0267013477831481,-0.980129639444444
"LAYING",21,"tBodyAccJerkMag",-0.982800330555556,-0.978552618777778
"LAYING",21,"tBodyAccMag",-0.952596583222222,-0.942186431444444
"LAYING",21,"tBodyGyro",-0.0154074845185185,-0.969634793296296
"LAYING",21,"tBodyGyroJerk",-0.0637264034892593,-0.985130570259259
"LAYING",21,"tBodyGyroJerkMag",-0.985915906888889,-0.982246471555556
"LAYING",21,"tBodyGyroMag",-0.949278890222222,-0.949289148
"LAYING",21,"tGravityAcc",0.404631510096296,-0.96068484637037
"LAYING",21,"tGravityAccMag",-0.952596583222222,-0.942186431444444
"LAYING",22,"fBodyAcc",-0.944500827268518,-0.933127872037037
"LAYING",22,"fBodyAccJerk",-0.965107510972222,-0.969973396527778
"LAYING",22,"fBodyAccMag",-0.929818990972222,-0.913267251263889
"LAYING",22,"fBodyBodyAccJerkMag",-0.962654791527778,-0.955635614444444
"LAYING",22,"fBodyBodyGyroJerkMag",-0.976638980972222,-0.972789020833333
"LAYING",22,"fBodyBodyGyroMag",-0.946055840972222,-0.923552358194444
"LAYING",22,"fBodyGyro",-0.953545139675926,-0.951902626712963
"LAYING",22,"tBodyAcc",0.0516319366971296,-0.934652453842593
"LAYING",22,"tBodyAccJerk",0.0250480614409722,-0.966677910092593
"LAYING",22,"tBodyAccJerkMag",-0.971169779305556,-0.959849821805556
"LAYING",22,"tBodyAccMag",-0.934993799305556,-0.909407761152778
"LAYING",22,"tBodyGyro",0.0105334768189815,-0.950592913009259
"LAYING",22,"tBodyGyroJerk",-0.0693616740355556,-0.97707102537037
"LAYING",22,"tBodyGyroJerkMag",-0.981716936388889,-0.974201690972222
"LAYING",22,"tBodyGyroMag",-0.926616373333333,-0.923911565972222
"LAYING",22,"tGravityAcc",0.328631135231481,-0.946681192250463
"LAYING",22,"tGravityAccMag",-0.934993799305556,-0.909407761152778
"LAYING",23,"fBodyAcc",-0.976541582685185,-0.966325463287037
